Geographic area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit multiplier,Unit of measure,Observation Status,Observation confidentaility,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,Time period activity related to when the data are collected,REF_PERIOD,COVERAGE_TIME,Current age
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Female,2018,1.26,Units,"Rate per 1,000 of Population",Estimated value,Free,0.22,2.23,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Female,2019,1.17,Units,"Rate per 1,000 of Population",Estimated value,Free,0.2,2.06,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Female,2020,1.03,Units,"Rate per 1,000 of Population",Estimated value,Free,0.19,1.82,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Female,2021,0.94,Units,"Rate per 1,000 of Population",Estimated value,Free,0.18,1.69,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Female,2022,0.88,Units,"Rate per 1,000 of Population",Estimated value,Free,0.17,1.64,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Female,2023,0.86,Units,"Rate per 1,000 of Population",Estimated value,Free,0.16,1.64,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Male,2010,0.33,Units,"Rate per 1,000 of Population",Estimated value,Free,0.01,0.77,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Male,2011,0.32,Units,"Rate per 1,000 of Population",Estimated value,Free,0.01,0.74,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Male,2012,0.31,Units,"Rate per 1,000 of Population",Estimated value,Free,0.01,0.75,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Male,2013,0.3,Units,"Rate per 1,000 of Population",Estimated value,Free,0.01,0.74,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Male,2014,0.29,Units,"Rate per 1,000 of Population",Estimated value,Free,0.01,0.72,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Male,2015,0.28,Units,"Rate per 1,000 of Population",Estimated value,Free,0.01,0.7,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Male,2016,0.26,Units,"Rate per 1,000 of Population",Estimated value,Free,0.01,0.66,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Male,2017,0.25,Units,"Rate per 1,000 of Population",Estimated value,Free,0.01,0.65,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Male,2018,0.22,Units,"Rate per 1,000 of Population",Estimated value,Free,<0.01,0.57,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Male,2019,0.2,Units,"Rate per 1,000 of Population",Estimated value,Free,<0.01,0.54,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Male,2020,0.17,Units,"Rate per 1,000 of Population",Estimated value,Free,<0.01,0.48,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Male,2021,0.16,Units,"Rate per 1,000 of Population",Estimated value,Free,<0.01,0.43,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Male,2022,0.14,Units,"Rate per 1,000 of Population",Estimated value,Free,<0.01,0.41,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Male,2023,0.14,Units,"Rate per 1,000 of Population",Estimated value,Free,<0.01,0.39,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Total,2010,0.88,Units,"Rate per 1,000 of Population",Estimated value,Free,0.15,1.55,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Total,2011,0.88,Units,"Rate per 1,000 of Population",Estimated value,Free,0.14,1.55,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Total,2012,0.87,Units,"Rate per 1,000 of Population",Estimated value,Free,0.15,1.58,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Total,2013,0.86,Units,"Rate per 1,000 of Population",Estimated value,Free,0.14,1.56,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Total,2014,0.85,Units,"Rate per 1,000 of Population",Estimated value,Free,0.13,1.54,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Total,2015,0.84,Units,"Rate per 1,000 of Population",Estimated value,Free,0.13,1.47,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Total,2016,0.83,Units,"Rate per 1,000 of Population",Estimated value,Free,0.13,1.47,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Total,2017,0.81,Units,"Rate per 1,000 of Population",Estimated value,Free,0.13,1.41,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Total,2018,0.74,Units,"Rate per 1,000 of Population",Estimated value,Free,0.12,1.37,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Total,2019,0.68,Units,"Rate per 1,000 of Population",Estimated value,Free,0.12,1.28,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Total,2020,0.6,Units,"Rate per 1,000 of Population",Estimated value,Free,0.11,1.13,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Total,2021,0.54,Units,"Rate per 1,000 of Population",Estimated value,Free,0.1,1.04,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Total,2022,0.51,Units,"Rate per 1,000 of Population",Estimated value,Free,0.1,1.01,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Total,2023,0.5,Units,"Rate per 1,000 of Population",Estimated value,Free,0.1,1,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,Estimated number of children living with HIV,Female,2010,4800,Units,Number,Estimated value,Free,2900,6300,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Female,2011,4800,Units,Number,Estimated value,Free,2900,6400,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Female,2012,4800,Units,Number,Estimated value,Free,2900,6400,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Female,2013,4800,Units,Number,Estimated value,Free,2900,6400,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Female,2014,4800,Units,Number,Estimated value,Free,2800,6400,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Female,2015,4700,Units,Number,Estimated value,Free,2800,6400,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Female,2016,4600,Units,Number,Estimated value,Free,2600,6200,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Female,2017,4500,Units,Number,Estimated value,Free,2500,6100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Female,2018,4300,Units,Number,Estimated value,Free,2400,5800,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Female,2019,4100,Units,Number,Estimated value,Free,2300,5600,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Female,2020,3900,Units,Number,Estimated value,Free,2200,5200,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Female,2021,3600,Units,Number,Estimated value,Free,2000,4900,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Female,2022,3300,Units,Number,Estimated value,Free,1900,4600,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Female,2023,3200,Units,Number,Estimated value,Free,1800,4400,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Male,2010,3200,Units,Number,Estimated value,Free,2500,4000,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Male,2011,3200,Units,Number,Estimated value,Free,2500,4000,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Male,2012,3100,Units,Number,Estimated value,Free,2500,4000,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Male,2013,3100,Units,Number,Estimated value,Free,2500,3900,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Male,2014,3100,Units,Number,Estimated value,Free,2400,3900,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Male,2015,3000,Units,Number,Estimated value,Free,2400,3800,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Male,2016,2900,Units,Number,Estimated value,Free,2400,3600,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Male,2017,2800,Units,Number,Estimated value,Free,2300,3500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Male,2018,2600,Units,Number,Estimated value,Free,2100,3400,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Male,2019,2500,Units,Number,Estimated value,Free,2000,3300,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Male,2020,2400,Units,Number,Estimated value,Free,2000,3100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Male,2021,2300,Units,Number,Estimated value,Free,1800,2800,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Male,2022,2100,Units,Number,Estimated value,Free,1700,2600,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Male,2023,2000,Units,Number,Estimated value,Free,1600,2400,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Total,2010,8000,Units,Number,Estimated value,Free,5700,9900,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Total,2011,8000,Units,Number,Estimated value,Free,5600,9900,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Total,2012,7900,Units,Number,Estimated value,Free,5600,9800,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Total,2013,7900,Units,Number,Estimated value,Free,5600,9900,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Total,2014,7800,Units,Number,Estimated value,Free,5500,9900,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Total,2015,7700,Units,Number,Estimated value,Free,5400,9700,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Total,2016,7500,Units,Number,Estimated value,Free,5300,9500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Total,2017,7300,Units,Number,Estimated value,Free,5000,9200,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Total,2018,7000,Units,Number,Estimated value,Free,4700,8900,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Total,2019,6700,Units,Number,Estimated value,Free,4500,8500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Total,2020,6300,Units,Number,Estimated value,Free,4300,8100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Total,2021,5900,Units,Number,Estimated value,Free,4100,7500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
